Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,HORTICULTURE,Vegetables,Ridge Gourd,Cultural Practices,Asked about general information  of ridge gourd,"Suggested that :   Season -  June-July and January-February   Varieties - Pusa Nasdar,  Selection 4 - 12,   Arka Sujatha,  Arka Sumith, Pusa Hybrid",KARNATAKA,BELGAUM,RAYBAG,33:37.5
,HORTICULTURE,Fruits,Mango,Vegetative Propagation and Tissue Culture,Varietal Description,"VarietiesPlanting TimeSpacing(Feet)Grafts (acre)YieldAlphanso (Badami), Aishwarya, Pairi (Raspuri), Bangalora (Totapuri), Mulgoa, Neelam, Dasheri, Keser, Khadar, Rajgira, Panchadhara KalasaJune - July27 x 27 30 x 3050 405 - 10 Years4 - 40 (qtl. / ac)(50 - 500 Fruits/plants)11 - 20 years40 - 120 (qtl./ ac)(500 - 1500 Fruits/plants)21 years onwards120 and above (qtl./ac)(1500 fruits per plants)Hybrid varitiesMallika, Amrapalli. Neelgoa, Neelshan, RathnaVarities for pickelsAppemedi, Amlet, Kawcig patel",KARNATAKA,BELGAUM,BELGAUM,23:24.1
,HORTICULTURE,Fruits,Banana,"	Plant Protection	",Asked about Disease management in Banana,Recommended to  drench : Mixture of 0.5 g. Streptocyclin and 3.0 g. Copper oxychloride 50 Wdiv per litre of water.,KARNATAKA,BELGAUM,HUKERI,51:28.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Precipitation 40%Cloudy, a shower or thunderstorm around; breezy this afternoon",KARNATAKA,BELGAUM,ATHNI,53:59.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk Athani,"RealFeelï¿½ï¿½ 31ï¿½ï¿½ Precipitation 40%Cloudy, a shower or thunderstorm around; breezy this a",KARNATAKA,BELGAUM,ATHNI,11:36.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report ofathni,"Precipitation 40%Cloudy, a shower or thunderstorm around; breezy this afternoon",KARNATAKA,BELGAUM,ATHNI,32:10.8
,AGRICULTURE,Others,Others,Market Information,Asked about Market Price of JOWAR & BENGALGRAM,COMMODITY: JowarMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)BASAVAKALYANAHybridAverage3Quintal185019001850BIDARJowar ( White)Average125Quintal280040003500GADAGJowar ( White)Average33Quintal268931072692HUBBALLIJowar ( White)Average5Quintal226927712761KALABURAGIJowar ( White)Average750Quintal315038953475BADAMIJowar HybridSmall6Quintal100013001200BALLARIJowar HybridAverage3Quintal228923272312COMMODITY: BengalgramMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)BAGALKOTAverage(Whole)Medium7Quintal412141214121BALLARIAverage(Whole)Average4Quintal323047323758BASAVAKALYANAAverage(Whole)Average10Quintal350043004100BENGALURUAverage(Whole)Average707Quintal480056005200GADAGAverage(Whole)Average170Quintal373047404684KALABURAGIAverage(Whole)Average185Quintal380044114283VIJAYAPURAAverage(Whole)Average14Quintal420046004400BIDARJawari/LocalAverage180Quintal336944714185,KARNATAKA,BELGAUM,BYLAHONGAL,01:09.4
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about plant protection in maize.,Recommended to spray Chlorpyriphos 20 EC.- 2.0 ml per lit. water,KARNATAKA,BELGAUM,RAYBAG,10:19.2
,HORTICULTURE,Vegetables,Ridge Gourd,Seeds and Planting Material,Asked about varieties in ridge gourd.,"Pusa Nasdar, Selection 4 - 12,Arka Sujatha,Arka Sumith,Pusa Hybrid",KARNATAKA,BELGAUM,RAYBAG,11:37.3
,AGRICULTURE,Others,Others,Government Schemes,Asked about PM Kisan Yojana regarding application status,Suggested to contact Raitha Samparka Kendra or  KVK OR AGRICULTURE DEPARTMENT,KARNATAKA,BELGAUM,BELGAUM,43:08.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of the raybagh Taluk,"27ï¿½ï¿½HIRealFeelï¿½ï¿½ 29ï¿½ï¿½Precipitation 41%Some sun, then turning cloudy; breezy For more information contact varuna mitra:",KARNATAKA,BELGAUM,RAYBAG,57:22.9
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Asked about General information,Asked about General information,KARNATAKA,BELGAUM,CHIKODI,58:02.3
,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,Asked about Nutrient management in    groundnut,Recommended to Apply   - 10:26:26 50kg/acre,KARNATAKA,BELGAUM,CHIKODI,58:25.2
,HORTICULTURE,Vegetables,Snake Gourd,"	Plant Protection	",Asked about Plant protection in  snake gord,Recommended to spray  Metalaxyl MZ - or SAAF @ 2g/litre to control drying of Bengalgram plants,KARNATAKA,BELGAUM,CHIKODI,49:20.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk,Partly cloudy weather and no chance of rain today.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,ATHNI,48:14.3
,HORTICULTURE,Vegetables,Ridge Gourd,"	Plant Protection	",Asked about Plant Protection in Ridge gourd Powdery mildewmanagement.,Recommended to Spray 2.0 g Chlorothalonil or 1.0 g Carbendazim or 1.5 g Dinocap in a lit. water. 200 lit spray solution required/acre.If disease persist spray at an interval of two weeks.,KARNATAKA,BELGAUM,BELGAUM,17:03.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is no chance of  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,PARASGAD,01:42.7
,HORTICULTURE,Vegetables,Pea (Vegetable),"	Plant Protection	",Asked about plant protection in pea,Spray 2.0 ml. Malathion 50 EC.in a lit water at 6th and 8th weeks after sowing.,KARNATAKA,BELGAUM,CHIKODI,32:46.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of the Taluk  ATHNI,Scattered thunderstorms. Low 23ï¿½ï¿½C. Winds WSW at 15 to 30 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,22:50.2
,AGRICULTURE,Others,Others,Weather,Asked  about weather report,RealFeelï¿½ï¿½ 22ï¿½ï¿½Precipitation 80%Occasional rain this evening; otherwise,KARNATAKA,BELGAUM,CHIKODI,38:42.8
,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asked about plant protection in,????????? ???????????? ??????? ???????.?????? ?????)????????????? ?????? 25 ???. - 2.0 ????.?)???????????? - 100 ???. - 0.5 ????.?)?????????? - 30 ???. - 1.7 ????.?)??????????????? - 17.8 ??????. - 0.5 ????.,KARNATAKA,BELGAUM,CHIKODI,40:27.4
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about plant protection in,?????????? 20 - 25 ????????? ??? ???? ??????????? ????? ?????? 2.0 ????. ???????? -???? 25 ???. ???? 2.0 ????. ??????????????- 20 ???. ?????? ????????????. ?????????????? ???????? ???????. ?????? ????? ????????? 500 ???? 600 ?????. ????.,KARNATAKA,BELGAUM,CHIKODI,49:21.8
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about plant protection in,20 - 25 days after sowing spray 2.0 ml. Quinalphos 25 EC./lit.water.OR2.0 ml. Chlorpyriphos 20 EC./lit. water. If necessary repeat the spray 15 days after previous spray.,KARNATAKA,BELGAUM,ATHNI,33:04.7
,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,Asked about crop duration of pulses,70-80 days minimum,KARNATAKA,BELGAUM,BYLAHONGAL,52:31.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of,"Precipitation 41%Breezy this morning; some sun, then turning cloudy, a shower or thunderstorm around",KARNATAKA,BELGAUM,RAYBAG,58:00.3
,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Weed Management,Asked about Weed management  in,Weed Management Intercultivation should be done 2 times within 40 days after sowing and keep the land free from weeds.,KARNATAKA,BELGAUM,RAMDURG,10:54.4
,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT SANDALWOOD PLANTING SAPLING,FOREST DEPARTMENT CONTACT NO 18004251314,KARNATAKA,BELGAUM,ATHNI,19:55.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report OF BELAGUM,Precipitation 68%Occasional rain,KARNATAKA,BELGAUM,BYLAHONGAL,24:48.0
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Asked about Nutrient management in cotton,"Nutrient managementIrrigated cottonApply 50% nitrogen ( 30 kg), entire phosphorous ( 30 kg) and potash ( 30 kg) fertilizers at the time of sowing. Remaining 50% nitrogen ( 30 kg) to give in 3 splits i.e. 50 ,  80 and 110 days after sowing as topdressing.",KARNATAKA,BELGAUM,HUKERI,37:08.6
,AGRICULTURE,Millets,Maize (Makka),Nutrient Management,Asked about nutrient management in maize.,"Apply 20 kg nitrogen, 30 kg phosphorous and 16 kg potash fertilizers before sowing.Apply 40 kg. nitrogen as topdressing at 3 - 4 weeks after sowing in black soils.",KARNATAKA,BELGAUM,ATHNI,14:39.6
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	","MAIZE which is 2 months crop,the green larvae like insects making holes on leaves.",Recommended to Spray Emamectin benzoate 5 % SG 0.5 g OR Malathion 50 EC. @ 2.0  ml./lit. water. ADD MULTIPLEXL -Dissolve @ 3g per litre of water,KARNATAKA,BELGAUM,CHIKODI,22:31.8
,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),"	Plant Protection	",Asked about Plant Protection in sorghum,Recommended to spray Chlorpyriphos 20 EC.- 2.0 ml per lit. water,KARNATAKA,BELGAUM,RAYBAG,10:20.3
,AGRICULTURE,Others,Others,Weather,Asked  about weather report  of Hukeri  taluk,"Precipitation 60%Cloudy, a shower; breezy this afternoon",KARNATAKA,BELGAUM,HUKERI,15:43.8
,AGRICULTURE,Oilseeds,Soybean (bhat),"	Plant Protection	",Asked about plant protection in soyabean,Recommended to spray  2.0 ml. Chlorpyriphos - 20 EC. per lit. water.,KARNATAKA,BELGAUM,HUKERI,16:55.8
,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",Asked about Plant Protection in  GREEN GRAM,Recommended to spray Imidacloprid 17.8 SL.- 0.5 ml per lit. water,KARNATAKA,BELGAUM,BELGAUM,44:07.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report ofathni,"Precipitation 40%A thick cloud cover, a shower or thunderstorm around; breezy this afternoon",KARNATAKA,BELGAUM,ATHNI,04:49.2
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about nutrient management  in sugarcane.,Nutrient managementApply 10% nitrogen and entire dose of phosphorous and potash in the furrows and mix them well in the soil.Irrigate the field and plant the sets in the centre of the furrows during dry weather.The eye buds should always face sideward.,KARNATAKA,BELGAUM,HUKERI,19:13.2
,HORTICULTURE,Fruits,Papaya,"	Plant Protection	",Asked about plant protection in papaya,Recommended to spray Imidacloprid 17.8 SL.- 0.5 ml per lit. water,KARNATAKA,BELGAUM,RAMDURG,42:10.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of gokak taluk,"RealFeelï¿½ï¿½ 28ï¿½ï¿½Precipitation 60%Cloudy, a shower; breezy this a",KARNATAKA,BELGAUM,GOKAK,51:35.8
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in sugarcane,Recommended to Apply18:18:18 40kg per acre,KARNATAKA,BELGAUM,ATHNI,55:47.0
,HORTICULTURE,Condiments and Spices,Turmeric,"	Plant Protection	",Asked about Plant Protection in  ginger,suggested that to spray carbendazim 1 gram in one liter of water,KARNATAKA,BELGAUM,GOKAK,56:44.1
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about plant protection in MAIZE,Recommended to spray Mancozeb 75 WP. @ 2.5 g./lit. water. Depending on severety of the disease repeat the spray.,KARNATAKA,BELGAUM,RAYBAG,57:57.6
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about plant protection in MAIZE,SUGGESTED 20 - 25 days after sowing spray 2.0 ml. Quinalphos 25 EC./lit.water.OR2.0 ml. Chlorpyriphos 20 EC./lit. water. If necessary repeat the spray 15 days after previous spray.,KARNATAKA,BELGAUM,RAYBAG,03:14.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in sugarcane crop,Recommended to Spray Samrudhi / MULTIMAX -Dissolve @ 3g per litre of water and spray on both sides of leaf,KARNATAKA,BELGAUM,CHIKODI,43:07.8
,AGRICULTURE,Others,Others,Crop Insurance,asked about crop insurance,Contact Crop insurance helpline number-18004257919,KARNATAKA,BELGAUM,ATHNI,44:03.3
,AGRICULTURE,Oilseeds,Soybean (bhat),Varieties,asked about crop production of soyabean,"suggested to sow varities like pooja,karune and treat the seed with biofertilizers like Rhizobium @ 200 g/acreapply fertilizer Irrigated crop: 12: 32: 15 NPK kg/acre.",KARNATAKA,BELGAUM,ATHNI,45:56.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of the ramadurga Taluk,28ï¿½ï¿½HIRealFeelï¿½ï¿½ 28ï¿½ï¿½Precipitation 25%Mostly cloudy; breezy For more information contact varuna mitra:,KARNATAKA,BELGAUM,RAMDURG,50:19.8
,AGRICULTURE,Others,Others,Government Schemes,Asked about government schemes,suggested to contact raitha sampharka kendra,KARNATAKA,BELGAUM,BELGAUM,42:37.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of khanapur taluk,RealFeelï¿½ï¿½ 25ï¿½ï¿½Precipitation,KARNATAKA,BELGAUM,KHANAPUR,59:30.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is no chance of  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,CHIKODI,01:10.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Ramdurga taluk,"Partly cloudy precipitation 30%,temperature 30 degree wind 28 km/h  there is a chances of rainfall today For more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999.",KARNATAKA,BELGAUM,RAMDURG,02:10.3
,HORTICULTURE,Flowers,Chrysanthemum,Nutrient Management,Asked about DOSAGE OF FLOWER BLOOM,RECOMMENDED TO SPRAY 2.5 ML PER LITER OF WATER.,KARNATAKA,BELGAUM,PARASGAD,09:05.6
,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Weed Management,"Spray the soil on the same day or next day after sowing with 400 g. Diuron 80% W.P or 800 ml Fluchloralin 45% E.C or 1.3 liters Pendimethalin 30% E.C or 800 ml butachlor 50% E.C dissolved in 300 liters of water.The soil should be fine tilth at the time of spray and there should be sufficient moisture in the soil.Take up 3 - 4 intercultural operations at 30 ,40 and 50 days after sowing and earthing up the crop and control the weeds by hand weeding of late germinated weeds.",KARNATAKA,BELGAUM,HUKERI,10:04.5
,AGRICULTURE,Others,Others,Seeds,ASKED FOR GENERAL INFORMATION,Recommended to contact TALUK DRFO,KARNATAKA,BELGAUM,ATHNI,10:08.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of the Taluk  ATHANI,Scattered thunderstorms. High 28ï¿½ï¿½C. Winds W at 25 to 40 km/h. Chance of rain 60%.Recommended to contact  For more information contact varuna mitra: 0806773,KARNATAKA,BELGAUM,ATHNI,11:25.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of the Taluk  kanapur,Thunderstorms. Low 22ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,BYLAHONGAL,34:08.4
,AGRICULTURE,Others,Others,Weather,BLANK CALL,BLANK CALL,KARNATAKA,BELGAUM,ATHNI,51:33.1
,AGRICULTURE,Others,Others,Weather,Asked  about weather report  of  taluk,RealFeelï¿½ï¿½ 33ï¿½ï¿½Precipitation 40%Breezy this morning; otherwise,KARNATAKA,BELGAUM,RAMDURG,00:03.7
,AGRICULTURE,,,,CALL DISCONNECTED,CALL DISCONNECTED,KARNATAKA,BELGAUM,RAMDURG,00:44.5
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Asked about Weed management in sugarcane.,"If the parasitic weed striga is a problem, post-emergence application of 2,4-D sodium salt @ kg/ha in 500 litre of water/ha may be done. 2, 4-D spraying should be avoided when neighbouring crop is cotton or bhendi. Apply 20% urea also for the control of striga as direct spray.Pre- plant application of glyphosate at 2.0 kg ha-1 along with 2% ammonium sulphate at 21 days before planting of sugarcane followed by post emergence direct spraying of glyphosate at 2.0 kg ha-1 along with 2% ammonium sulphate with a special hood on 30 DAP suppressed the nut sedges (Cyperus rotandus) and provided weed free environment.",KARNATAKA,BELGAUM,ATHNI,04:09.7
,AGRICULTURE,Millets,Maize (Makka),Weed Management,Asked about Weed management in maize.,Spray the soil on the same day or 1 day after sowing with 1 kg Atrazine 50% W.div. or 1 liter Pendimithalin 35%E.C. or 170 ml. Oxyfluorfen 23.5% E.C/ acre dissolved in 300 liters of water.,KARNATAKA,BELGAUM,ATHNI,05:42.3
,AGRICULTURE,Others,Others,Weather,Asked  about weather report  of  taluk,25ï¿½ï¿½HIRealFeelï¿½ï¿½ 28ï¿½ï¿½Precipitation 67%Per,KARNATAKA,BELGAUM,BYLAHONGAL,34:54.5
,AGRICULTURE,Millets,Maize (Makka),Weed Management,Asked about Weed management  in,Weed managementSandy soils: Spray the soil on the same day or 1 day after sowing with 1 kg Atrazine 50% W.div. or 1 liter Pendimithalin 35%E.C. or 170 ml. Oxyfluorfen 23.5% E.C/ acre dissolved in 300 liters of water.Black soils: Spray the soil within 3 days after sowing with 1.2 kg Atrazine 50%,KARNATAKA,BELGAUM,BYLAHONGAL,36:43.0
,AGRICULTURE,Others,Others,Credit,ASKED FOR GENERAL INFORMATION,Recommended to contact RSK,KARNATAKA,BELGAUM,BELGAUM,12:05.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni taluk,"Partly cloudy precipitation 20%, temperature 30 degree wind 28 km/h there is no chances of rainfall today For more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999.",KARNATAKA,BELGAUM,ATHNI,49:03.0
,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Nutrient Management,ASKED ABOUT NUTRIENT MANAGEMENT IN GREENGRAM,Nutrient ManagementIrrigated conditionApply 10: 20: 20 kg NPK/acre to the soil at the time of sowing.Rainfed conditionApply 5: 10:10 kg NPK/acre to the soil at the time of sowing.Note:Apply zinc sulphate 4 kg/acre along with FYM and it will enhance the seed yield both in irrigated and rainfed condition.,KARNATAKA,BELGAUM,BYLAHONGAL,46:50.3
,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Sowing Time and Weather,"Asked about sowing season,  , yield and others of  GROUNDNUT",SUGGESTED TO SOW IN May - July 15th. MONTH treatment with biofertilizers like Rhizobium @ 150 g/acre and then the treated seeds are shade dried before sowing.,KARNATAKA,BELGAUM,BELGAUM,17:22.5
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Asked about Weed management of  SUGARCANE,Recommended to spray  METRIBUZINE 70WP 1.5G PER 1LTR OF WATER TO CONTROL WEEDS,KARNATAKA,BELGAUM,BELGAUM,19:46.7
,HORTICULTURE,Vegetables,Cabbage,Cultural Practices,ASKED ABOUT DOSAGE OF COW URINE,Recommended to spray  1 LTR COW URINE IN 10 LTRS OF  WATER,KARNATAKA,BELGAUM,GOKAK,53:57.2
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Plant Protection in sugarcane,suggested to spray chloropyriphos 2ml in one liter of water,KARNATAKA,BELGAUM,RAYBAG,02:12.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report ofathni,"Precipitation 46%Considerable cloudiness, a brief shower; breezy",KARNATAKA,BELGAUM,ATHNI,18:54.6
,AGRICULTURE,Others,Others,Government Schemes,Asked about General information.,Information is given and also suggested to contact respective banks.,KARNATAKA,BELGAUM,HUKERI,22:11.3
,AGRICULTURE,Others,Others,Weather,Asked about Weed management in     bylahongal,"Precipitation 69%Cloudy, a couple of showers, mainly later",KARNATAKA,BELGAUM,BYLAHONGAL,29:58.9
,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Asked about plant protection in okra,suggested to Spray 1.3 ml. Oxydemetonmethyl 25 EC in a lit. water. 250 to 300 lits spray mixture requires/acre.,KARNATAKA,BELGAUM,CHIKODI,04:05.1
,AGRICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Market Information,Asked about market rate of vegetables,suggested to contact krishi mantra vahini 18004251552,KARNATAKA,BELGAUM,CHIKODI,06:24.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of gokak taluk,"RealFeelï¿½ï¿½ 30ï¿½ï¿½Precipitation 57%Cloudy, occasional rain this a",KARNATAKA,BELGAUM,GOKAK,38:35.3
